Elevation,LST,NDVI,NDWI,Rainfall,VH,VV,soil_moisture,.geo
78,32.071935483871016,0.2365313636616552,-0.2456155044473107,0.1153766065835952,-18.05302633741933,-10.221544208499322,7.943985939025879,"{""type"":""Point"",""coordinates"":[83.23496764831563,25.276086582515266]}"
435,26.872325581395387,0.174017199017199,-0.1741830848338524,0.249218538403511,-14.559430379620224,-7.219119828677333,13.365240097045898,"{""type"":""Point"",""coordinates"":[86.37329862764467,27.197439656879443]}"
54,28.211600000000036,0.3141221422820849,-0.2747884835900455,0.4213286638259887,-16.211635430528517,-8.909577910706957,13.039817810058594,"{""type"":""Point"",""coordinates"":[87.91048731874082,26.180893954625382]}"
477,24.859729729729736,0.2780010653237131,-0.2170063635525224,0.6014713048934937,-13.098865372864338,-6.257131602916502,9.894721031188965,"{""type"":""Point"",""coordinates"":[85.6535834827447,27.131143833074105]}"
46,27.336857142857184,0.2416879606516698,-0.221942817274009,0.1567721962928772,-18.15022536825336,-10.780609948194078,8.575509071350098,"{""type"":""Point"",""coordinates"":[85.69399383868144,25.658930009755846]}"
67,26.97702702702708,0.2237184521545437,-0.2001004753255787,0.2624387741088867,-16.27128494429582,-10.373339875685812,11.25946044921875,"{""type"":""Point"",""coordinates"":[86.7370754427217,26.37742459622074]}"
36,28.063750000000027,0.2100889898867244,-0.2222571722978469,0.1405490338802337,-18.68957087434854,-11.21770917025844,6.855847835540772,"{""type"":""Point"",""coordinates"":[86.95718514985006,25.27282719677159]}"
132,31.9616666666667,0.227443635102324,-0.2536438345973205,0.1162924468517303,-18.178138015662267,-10.933043259903782,7.679758071899414,"{""type"":""Point"",""coordinates"":[84.21076609577099,24.663049682421605]}"
66,27.98428571428576,0.2244348648932814,-0.2498497467158925,0.2297660112380981,-16.80277797167104,-9.68074350191426,8.653260231018066,"{""type"":""Point"",""coordinates"":[86.03764377832287,26.533126138857497]}"
46,27.22885714285718,0.3269844460637736,-0.3217038742616878,0.2103614658117294,-15.828525309016664,-8.554330838203851,10.645326614379885,"{""type"":""Point"",""coordinates"":[86.99505142245438,25.794295893599447]}"
